PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
3647419,3647419,1,1,0,282209.0,282209.0,282209,282209,0.0,218617.0,218617.0,218617,218617,0.0,,,,,0.0,64320.0,64320.0,64320,64320,0.0,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::barrier<(int)4>(int **, int)"
3647418,3647418,0,6,6,277717.5,23459.5,16023,1509327,603808.4,19480.8,8618.5,4038,66795,23874.7,256498.0,7981.5,4880,1503369,610841.1,1738.7,1744.0,1600,1920,125.8,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647415,3647415,3,6,6,275669.0,17533.5,14882,1510890,605613.3,17906.7,8107.5,6855,67523,24317.4,256039.7,7750.5,5179,1501290,610046.5,1722.7,1712.0,1600,1888,106.0,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647419,3647419,1,6,6,273553.2,17361.0,16443,1496479,599594.8,18124.8,8564.0,6674,67586,24246.0,253636.3,7157.5,5082,1488045,604735.1,1792.0,1760.0,1568,2208,230.8,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647414,3647414,2,6,6,273209.3,18809.0,14500,1490689,596975.9,18669.2,8921.5,5828,70811,25605.9,252790.8,7485.5,4967,1483101,602727.4,1749.3,1760.0,1568,1952,129.1,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647415,3647415,3,58,58,257535.5,19044.0,17610,13848294,1815862.4,244341.8,5813.0,4363,13841761,1816752.1,7428.8,7565.0,1029,7969,886.9,5765.0,5520.0,5344,9856,901.9,cudaLaunchKernel,"void at::native::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, (bool)0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
3647418,3647418,0,3228,3223,254032.7,47764.0,14324,120421883,2533267.7,6894.5,6222.0,4401,712198,12588.6,152046.8,6090.0,714,119722309,2426766.8,95338.0,34896.0,4160,4493064,302131.6,cudaLaunchKernel,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, (int)2>(vllm::RankData *, vllm::RankSignals, vllm::Signal *, T1 *, int, int)"
3647414,3647414,2,3168,3165,240180.7,46471.0,20941,84730722,1577713.4,7030.5,6830.5,5049,30938,1757.8,213628.8,18488.0,2823,84345990,1570338.0,19729.9,19392.0,10272,374592,13567.1,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::combine<__nv_bfloat16, (int)4, (int)768, (int)4096>(T1 *, float *, const T1 *, const float *, const T1 *, const T1 *, const int *, const int *, const int *, int *, int, int, int, int, void **, int, int, int)"
3647415,3647415,3,3168,3163,235593.9,120476.0,23093,83541648,1625140.0,7698.2,7095.5,5272,85420,3212.1,6133.4,6238.0,507,9467,1126.3,221782.6,106960.0,11808,83524060,1624929.8,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::notify_dispatch<(int)4>(const int *, int *, const int *, int *, int, int, int, const bool *, int *, int *, int, int, void **, int **, int)"
3647414,3647414,2,3168,3161,233854.8,41575.5,18091,84447862,1571353.1,8598.8,8259.0,6171,48061,2195.2,6280.7,6323.0,936,8839,915.8,219002.9,27184.0,5760,84393175,1570699.0,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::cached_notify_combine<(int)4>(void **, int *, int, int, int, int **, int)"
3647418,3647418,0,3172,3149,223384.4,39538.0,25986,120519727,2507627.7,18342.9,17582.0,6852,78383,3265.9,4733.4,4778.0,161,14440,898.4,200375.1,16048.0,5856,120497658,2507704.1,cuLaunchKernelEx,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
3647418,3647418,0,3024,3016,222799.6,19202.0,15678,120262238,2605020.8,8383.3,7949.5,6009,155578,3502.6,209598.5,5859.5,827,120249077,2608434.1,5383.4,5376.0,5056,5952,132.3,cuLaunchKernelEx,nvjet_tst_64x8_64x16_2x1_v_bz_TNT
3647414,3647414,2,3168,3162,213713.9,35639.0,22679,83131685,1634656.5,7926.9,7633.0,5743,72936,2407.5,6051.2,6060.5,798,8893,943.8,199762.5,19920.0,11424,83113146,1634553.7,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::notify_dispatch<(int)4>(const int *, int *, const int *, int *, int, int, int, const bool *, int *, int *, int, int, void **, int **, int)"
3647418,3647418,0,6336,6319,213618.6,19647.5,12204,120389092,2527893.4,9459.4,10252.0,4736,60846,3664.4,202004.6,5864.0,204,120379521,2531240.2,2701.8,2656.0,2208,6144,441.4,cudaLaunchKernel,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8>(T1 *, long, T1 *, const T1 *, float, int, int)"
3647418,3647418,0,3168,3162,211643.3,17939.5,14748,120125028,2551495.0,13242.1,7806.5,5890,16063368,285256.9,194412.3,5792.0,39,120112122,2538240.5,4363.1,4320.0,4160,5792,266.2,cudaLaunchKernel,"void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, long, __nv_bfloat16, (vllm::moe::ScoringFunc)0>(const T7 *, const bool *, float *, int, T6 *, int *, int, int, int, bool, const float *)"
3647419,3647419,1,3228,3217,211529.4,17793.5,13911,18226467,1032366.4,7249.7,6755.0,4452,687059,12205.7,138042.9,5940.0,760,17281258,846854.3,66719.4,4576.0,4256,13458583,373882.5,cudaLaunchKernel,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, (int)2>(vllm::RankData *, vllm::RankSignals, vllm::Signal *, T1 *, int, int)"
3647419,3647419,1,3168,3164,202969.2,45470.0,18558,84695741,1563984.9,7178.6,6788.0,5140,24541,1922.6,181216.4,22303.0,268,84292474,1557506.5,14810.1,12480.0,8096,391872,13751.9,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::combine<__nv_bfloat16, (int)4, (int)768, (int)4096>(T1 *, float *, const T1 *, const float *, const T1 *, const T1 *, const int *, const int *, const int *, int *, int, int, int, int, void **, int, int, int)"
3647419,3647419,1,3168,3158,201878.4,45261.0,18084,84412475,1558580.5,8746.0,8227.5,6187,57069,2827.8,6008.8,6053.5,766,8906,990.0,187164.6,30800.0,6080,84354524,1557822.0,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::cached_notify_combine<(int)4>(void **, int *, int, int, int, int **, int)"
3647418,3647418,0,6369,6356,191631.2,13764.0,10582,120351297,2498209.8,6674.1,6074.0,4062,59249,2633.1,184118.2,6368.0,818,120344667,2500746.5,1217.0,1248.0,1055,2816,157.2,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647418,3647418,0,5952,5937,189467.3,21173.5,16961,120247142,2543900.0,9370.3,9110.5,5977,79071,2640.3,174029.9,5576.0,84,120229785,2547069.3,6521.8,6560.0,6016,7552,269.3,cuLaunchKernelEx,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
3647418,3647418,0,3234,3218,188585.2,17924.0,14857,120089952,2537925.6,8197.5,7612.0,4960,73228,2868.4,176861.1,5787.0,612,120077738,2544179.5,4422.6,4480.0,3776,5312,238.9,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647418,3647418,0,6336,6307,178460.2,15699.5,11884,120173456,2475013.6,7471.0,7274.5,4124,55385,2646.4,169127.7,5963.0,742,120163082,2480699.2,2646.5,2528.0,2112,12992,945.1,cudaLaunchKernel,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)3>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
3647415,3647415,3,3168,3161,177527.6,66414.5,18619,84640571,1538706.2,7324.5,6804.0,5033,51273,2709.3,154899.7,43286.0,56,84246332,1532851.3,15650.2,12608.0,8064,385824,14970.6,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::combine<__nv_bfloat16, (int)4, (int)768, (int)4096>(T1 *, float *, const T1 *, const float *, const T1 *, const T1 *, const int *, const int *, const int *, int *, int, int, int, int, void **, int, int, int)"
3647415,3647415,3,3168,3157,176564.6,65570.0,18375,84357527,1532949.7,8619.2,7930.0,5865,57529,3255.7,6147.2,6286.0,681,9078,1110.5,161836.0,51296.0,6240,84297213,1532125.8,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::cached_notify_combine<(int)4>(void **, int *, int, int, int, int **, int)"
3647418,3647418,0,3120,3106,173208.8,14558.5,11549,119893359,2480326.9,10129.3,7385.0,5512,7284677,130296.5,162260.4,5623.0,538,119883891,2482564.0,1553.6,1536.0,1312,3072,243.3,cudaLaunchKernel,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
3647418,3647418,0,6375,6347,172913.9,14309.0,10885,120041820,2459959.2,6347.3,6042.0,3767,49510,2415.7,165080.3,6130.0,299,120032258,2465333.9,2220.8,2240.0,1760,7168,363.3,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647418,3647418,0,3168,3158,171121.9,14400.5,11329,119974791,2463724.3,6768.3,6395.5,4344,46030,2481.4,163131.5,6353.5,2131,119965113,2467587.7,1741.9,1728.0,1503,4288,336.6,cuLaunchKernelEx,_triton_mrope_forward
3647414,3647414,2,2,2,168494.5,168494.5,132764,204225,50530.6,44221.0,44221.0,11667,76775,46038.3,6962.0,6962.0,6747,7177,304.1,117311.5,117311.5,113920,120703,4796.3,cuLaunchKernelEx,nvjet_tst_192x16_64x8_2x1_v_bz_TNT
3647418,3647418,0,2,2,166834.5,166834.5,130943,202726,50758.2,43752.5,43752.5,10212,77293,47433.4,6683.0,6683.0,5818,7548,1223.3,116399.0,116399.0,113183,119615,4548.1,cuLaunchKernelEx,nvjet_tst_192x16_64x8_2x1_v_bz_TNT
3647419,3647419,1,2,2,166737.5,166737.5,129921,203554,52066.4,43135.0,43135.0,9574,76696,47462.4,7106.5,7106.5,6698,7515,577.7,116496.0,116496.0,112832,120160,5181.7,cuLaunchKernelEx,nvjet_tst_192x16_64x8_2x1_v_bz_TNT
3647415,3647415,3,2,2,166453.0,166453.0,130247,202659,51203.0,42110.0,42110.0,8932,75288,46920.8,7447.0,7447.0,6987,7907,650.5,116896.0,116896.0,113408,120384,4932.8,cuLaunchKernelEx,nvjet_tst_192x16_64x8_2x1_v_bz_TNT
3647418,3647418,0,2,1,164971.5,164971.5,131870,198073,46812.6,75845.0,75845.0,10007,141683,93109.0,5511.0,5511.0,5511,5511,0.0,116239.5,116239.5,116127,116352,159.1,cuLaunchKernelEx,nvjet_tst_192x8_64x8_2x1_v_bz_TNT
3647419,3647419,1,1,1,164155.0,164155.0,164155,164155,0.0,152822.0,152822.0,152822,152822,0.0,1253.0,1253.0,1253,1253,0.0,10080.0,10080.0,10080,10080,0.0,cuLaunchKernelEx,nvjet_tst_144x64_64x8_1x2_h_bz_bias_TNN
3647419,3647419,1,2,2,163057.0,163057.0,132420,193694,43327.3,42581.5,42581.5,11519,73644,43929.0,5131.5,5131.5,4933,5330,280.7,115344.0,115344.0,114720,115968,882.5,cuLaunchKernelEx,nvjet_tst_192x8_64x8_2x1_v_bz_TNT
3647414,3647414,2,2,1,162514.0,162514.0,129983,195045,46005.8,73743.5,73743.5,9829,137658,90388.8,4667.0,4667.0,4667,4667,0.0,114959.5,114959.5,114432,115487,746.0,cuLaunchKernelEx,nvjet_tst_192x8_64x8_2x1_v_bz_TNT
3647415,3647415,3,2,2,161027.5,161027.5,128814,193241,45556.8,40803.5,40803.5,8859,72748,45176.3,5312.0,5312.0,5139,5485,244.7,114912.0,114912.0,114816,115008,135.8,cuLaunchKernelEx,nvjet_tst_192x8_64x8_2x1_v_bz_TNT
3647415,3647415,3,1,1,160664.0,160664.0,160664,160664,0.0,149104.0,149104.0,149104,149104,0.0,1928.0,1928.0,1928,1928,0.0,9632.0,9632.0,9632,9632,0.0,cuLaunchKernelEx,nvjet_tst_144x64_64x8_1x2_h_bz_bias_TNN
3647418,3647418,0,3168,3164,158781.1,57256.5,21149,35779034,768169.5,7355.1,6980.5,5281,49403,2140.3,129928.5,27602.0,1256,35426138,759635.8,21669.1,20560.0,9120,375422,17355.1,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::combine<__nv_bfloat16, (int)4, (int)768, (int)4096>(T1 *, float *, const T1 *, const float *, const T1 *, const T1 *, const int *, const int *, const int *, int *, int, int, int, int, void **, int, int, int)"
3647418,3647418,0,3168,3162,151586.4,50953.0,18874,35465768,759935.5,8693.6,8338.0,6380,89617,2520.3,8221.8,6365.0,1820,186345,17359.0,134698.2,34656.0,6240,35445089,760050.2,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::cached_notify_combine<(int)4>(void **, int *, int, int, int, int **, int)"
3647419,3647419,1,3172,3128,149766.2,29787.0,25150,18113026,865097.7,18499.2,17546.5,7153,79562,4122.5,4437.5,4471.5,9,11668,936.3,126939.2,6624.0,4864,18091540,865079.2,cuLaunchKernelEx,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
3647415,3647415,3,48,48,145577.5,36192.5,34074,2948690,470252.7,13148.5,10281.5,8424,102490,13666.5,114793.7,8196.5,6728,2920831,470012.1,17635.3,17536.0,17440,19168,336.2,cuLaunchKernelEx,nvjet_tst_168x128_64x5_1x2_h_bz_TNN
3647419,3647419,1,3168,3154,139375.5,18303.5,15081,17917748,923277.6,14064.4,8322.0,6154,16805756,298440.7,121491.5,5628.0,214,17903767,876210.2,4365.7,4352.0,4128,5824,277.4,cudaLaunchKernel,"void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, long, __nv_bfloat16, (vllm::moe::ScoringFunc)0>(const T7 *, const bool *, float *, int, T6 *, int *, int, int, int, bool, const float *)"
3647418,3647418,0,27,27,137484.8,29980.0,27713,2932949,558679.5,113816.8,5851.0,4177,2921092,561040.3,15658.6,16114.0,3858,18090,2669.4,8009.4,7968.0,7744,8480,210.8,cudaLaunchKernelExC_v11060,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)"
3647419,3647419,1,6336,6297,136114.6,18099.5,11952,18188736,879248.0,9447.9,10039.5,4530,79755,4068.7,124899.0,5752.0,13,18180042,881760.4,2547.8,2496.0,2208,6208,389.6,cudaLaunchKernel,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8>(T1 *, long, T1 *, const T1 *, float, int, int)"
3647415,3647415,3,27,27,134928.0,29993.0,28423,2865548,545720.2,111198.4,5900.0,4397,2852892,547933.9,15667.9,16559.0,4720,17824,2517.5,8061.6,8032.0,7680,8384,220.6,cudaLaunchKernelExC_v11060,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)"
3647419,3647419,1,3024,3006,131759.1,18928.5,15498,18060248,849593.8,8306.4,7757.5,5712,146948,3681.8,118789.8,5712.0,114,18047498,852009.2,5394.0,5376.0,5056,5952,143.7,cuLaunchKernelEx,nvjet_tst_64x8_64x16_2x1_v_bz_TNT
3647415,3647415,3,48,48,123068.9,18505.0,17086,5043186,725267.8,111603.1,6977.5,5646,5034758,725715.6,9735.8,9817.0,6540,10076,513.0,1730.0,1728.0,1696,1888,29.1,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail::reduce::policy_hub<int, unsigned long long, cuda::std::__4::plus<void>>::Policy1000, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::<unnamed>::NonZeroOp<bool>, const bool *, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, int *, unsigned long long, cuda::std::__4::plus<void>, int, int, cuda::std::__4::__identity>(T2, T3, T4, T5, T6, T8)"
3647419,3647419,1,48,48,122152.9,18695.0,16728,4992594,717945.5,110936.3,7226.5,5435,4988274,718962.2,9489.3,9747.0,2432,10110,1156.5,1727.3,1728.0,1696,1888,31.3,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail::reduce::policy_hub<int, unsigned long long, cuda::std::__4::plus<void>>::Policy1000, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::<unnamed>::NonZeroOp<bool>, const bool *, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, int *, unsigned long long, cuda::std::__4::plus<void>, int, int, cuda::std::__4::__identity>(T2, T3, T4, T5, T6, T8)"
3647414,3647414,2,48,48,122112.4,18448.5,16905,4995375,718361.4,110660.7,6992.5,5277,4987220,718847.3,9725.7,9814.5,6267,10079,534.9,1726.0,1728.0,1696,1888,29.1,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail::reduce::policy_hub<int, unsigned long long, cuda::std::__4::plus<void>>::Policy1000, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::<unnamed>::NonZeroOp<bool>, const bool *, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, int *, unsigned long long, cuda::std::__4::plus<void>, int, int, cuda::std::__4::__identity>(T2, T3, T4, T5, T6, T8)"
3647419,3647419,1,6375,6356,121862.3,14438.0,10661,17653572,823005.8,6564.0,6143.0,3505,42957,2558.3,113445.2,6084.5,82,17645594,824144.3,2197.2,2176.0,1760,7200,378.0,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647418,3647418,0,48,48,121302.4,18512.0,16899,4952323,712134.9,109759.0,6864.0,5347,4944039,712615.4,9811.4,9905.0,6428,10211,540.5,1732.0,1728.0,1695,1856,24.4,cudaLaunchKernel,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail::reduce::policy_hub<int, unsigned long long, cuda::std::__4::plus<void>>::Policy1000, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::<unnamed>::NonZeroOp<bool>, const bool *, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_200802_SM_750_800_860_900_1000_1200_NS::use_default>, int *, unsigned long long, cuda::std::__4::plus<void>, int, int, cuda::std::__4::__identity>(T2, T3, T4, T5, T6, T8)"
3647419,3647419,1,2,2,115936.0,115936.0,50935,180937,91925.3,26338.5,26338.5,12573,40104,19467.4,8301.5,8301.5,8143,8460,224.2,81296.0,81296.0,2688,159904,111168.5,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647414,3647414,2,2,2,115906.5,115906.5,49149,182664,94409.4,25817.5,25817.5,13555,38080,17341.8,8537.0,8537.0,8381,8693,220.6,81552.0,81552.0,2688,160416,111530.5,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647419,3647419,1,6336,6316,115173.3,15645.5,11608,17792637,815597.8,7525.8,7109.0,4054,54514,2740.4,105467.0,6002.0,76,17782939,816727.8,2519.6,2400.0,2080,12960,969.2,cudaLaunchKernel,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)3>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
3647419,3647419,1,3234,3221,114693.1,17882.0,14141,17700368,802621.5,8458.4,7957.0,5671,88399,3033.0,102472.6,5738.0,55,17688369,804141.2,4188.4,4224.0,2944,5216,453.5,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647414,3647414,2,4,4,114604.5,23730.0,18487,392471,185271.3,106097.5,15232.0,10877,383049,184664.2,6323.0,6433.0,4956,7470,1333.5,2184.0,2080.0,1824,2752,410.9,cudaLaunchKernel,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
3647415,3647415,3,3228,3219,114343.6,63291.5,14376,15148637,447469.0,6946.7,6320.5,4113,730904,12948.1,20155.4,6036.0,268,14343828,278989.0,87307.1,50768.0,4224,11706244,286427.0,cudaLaunchKernel,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, (int)2>(vllm::RankData *, vllm::RankSignals, vllm::Signal *, T1 *, int, int)"
3647415,3647415,3,2,2,114301.5,114301.5,47380,181223,94641.3,24587.5,24587.5,12789,36386,16685.6,8226.0,8226.0,8146,8306,113.1,81488.0,81488.0,2688,160288,111440.0,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647415,3647415,3,48,48,114242.2,30430.5,28531,2540668,384234.5,11287.3,7982.5,6207,146966,20229.1,88884.9,8375.5,3647,2518863,383682.6,14070.0,14016.0,13824,14592,164.8,cuLaunchKernelEx,nvjet_tst_128x128_64x6_2x1_v_bz_TNT
3647418,3647418,0,2,2,114200.0,114200.0,46915,181485,95155.4,23931.5,23931.5,12265,35598,16498.9,8861.0,8861.0,8661,9061,282.8,81407.5,81407.5,2656,160159,111371.4,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647419,3647419,1,6369,6356,114173.9,13800.0,10041,18150952,808554.4,7098.4,6591.0,4128,64481,2961.1,106074.1,6088.0,98,18144643,809268.3,1220.0,1248.0,1056,2816,162.8,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647419,3647419,1,5952,5913,111087.7,21190.0,16824,17862673,773080.8,9525.9,9030.0,5719,76924,3186.3,95632.5,5482.0,99,17845678,775421.5,6581.7,6624.0,6080,7744,280.9,cuLaunchKernelEx,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
3647419,3647419,1,3168,3161,108757.4,15042.0,11676,17571055,791764.5,7393.0,6971.5,4743,33479,2488.2,99839.7,6265.0,829,17561048,792464.0,1748.9,1728.0,1504,4256,334.9,cuLaunchKernelEx,_triton_mrope_forward
3647418,3647418,0,4,4,107454.8,22819.5,17611,366569,172772.4,99195.0,14299.0,10910,357272,172078.3,6051.8,6221.0,4213,7552,1669.5,2208.0,2096.0,1856,2784,425.3,cudaLaunchKernel,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
3647419,3647419,1,4,4,106130.3,23871.0,19951,356828,167146.0,98125.5,17090.0,10467,347855,166518.6,5852.8,5725.5,4268,7692,1759.1,2152.0,2064.0,1792,2688,390.5,cudaLaunchKernel,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
3647414,3647414,2,207,206,105760.4,18571.0,15587,17884650,1241724.8,96221.6,8710.0,5113,17884650,1242393.4,8303.7,8580.5,1340,9258,779.2,1282.6,1344.0,1120,1696,115.5,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
